problem,test,base,stat,p,A12,median_diff,p_holm,outcome
DiscBrake,GWO,RS,,1.0,0.5,0.0,1.0,tie
DiscBrake,WOA,DE,,1.0,0.5,0.0,1.0,tie
DiscBrake,WOA,PSO,,1.0,0.5,0.0,1.0,tie
DiscBrake,WOA,LSHADE,,1.0,0.5,0.0,1.0,tie
DiscBrake,WOA,CMAES,,1.0,0.5,0.0,1.0,tie
DiscBrake,WOA,RS,,1.0,0.5,0.0,1.0,tie
DiscBrake,SCA,DE,,1.0,0.5,0.0,1.0,tie
DiscBrake,SCA,PSO,,1.0,0.5,0.0,1.0,tie
DiscBrake,SCA,LSHADE,,1.0,0.5,0.0,1.0,tie
DiscBrake,SCA,CMAES,,1.0,0.5,0.0,1.0,tie
DiscBrake,SCA,RS,,1.0,0.5,0.0,1.0,tie
DiscBrake,SSA,DE,,1.0,0.5,0.0,1.0,tie
DiscBrake,SSA,PSO,,1.0,0.5,0.0,1.0,tie
DiscBrake,SSA,LSHADE,,1.0,0.5,0.0,1.0,tie
DiscBrake,SSA,CMAES,,1.0,0.5,0.0,1.0,tie
DiscBrake,SSA,RS,,1.0,0.5,0.0,1.0,tie
DiscBrake,HHO,DE,0.0,0.31731050786291415,0.52,0.0,1.0,tie
DiscBrake,HHO,PSO,0.0,0.31731050786291415,0.52,0.0,1.0,tie
DiscBrake,HHO,LSHADE,0.0,0.31731050786291415,0.52,0.0,1.0,tie
DiscBrake,HHO,CMAES,0.0,0.31731050786291415,0.52,0.0,1.0,tie
DiscBrake,HHO,RS,0.0,0.31731050786291415,0.52,0.0,1.0,tie
DiscBrake,AOA,DE,,1.0,0.5,0.0,1.0,tie
DiscBrake,AOA,PSO,,1.0,0.5,0.0,1.0,tie
DiscBrake,AOA,LSHADE,,1.0,0.5,0.0,1.0,tie
DiscBrake,AOA,CMAES,,1.0,0.5,0.0,1.0,tie
DiscBrake,AOA,RS,,1.0,0.5,0.0,1.0,tie
